poem_id	stanza_id	total_lines_in_stanza	total_stanzas_in_poem	id_stanza_in_poem	id_line_in_poem	id_line_in_stanza	author	pub_year	period	title	line_text	emotion1anno1	emotion2anno1	emotion1anno2	emotion2anno2	measure	i_measure	s_measure	foot_meter	meter	feet	caesura_rhythm	main_accents	caesuras	rhyme_schema	enjambement	cadence	foot_inversion	chol_iambic	relaxed_syllables
1	4	4	4	4	14	2	Fallersleben, Hoffmann von	1833	VormärzBiedermeierJunges Deutschland	Liebe und Frühling	Ich will es selbst dir sagen:	Vitality	NONE	Vitality	NONE	iambic.tri	iambic	iambic	-+|-+|-+|-	-+-+-+-	.:.:.:.	0102020:	0102020	......:	abab	False	female	False	False	False
1	4	4	4	4	15	3	Fallersleben, Hoffmann von	1833	VormärzBiedermeierJunges Deutschland	Liebe und Frühling	Du bist mein Frühling, du nur mir	Vitality	NONE	Vitality	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	00020:200:	00020200	....:..:	abab	True	male	False	False	False
1	4	4	4	4	16	4	Fallersleben, Hoffmann von	1833	VormärzBiedermeierJunges Deutschland	Liebe und Frühling	In diesen lichten Tagen!	Vitality	NONE	Vitality	NONE	iambic.tri	iambic	iambic	-+|-+|-+|-	-+-+-+-	.:.:.:.	0001020:	0001020	......:	abab	False	female	False	False	False
2	5	4	8	1	17	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Wer reitet so spät durch Nacht und Wind?	Suspense	NONE	Suspense	NONE	iambic.relaxed.syll	iambic	iambic	-+|--+|-+|-+|	-+--+-+-+	.:..:.:.:	020010202:	020010202	........:	aabb	False	male	False	False	True
2	5	4	8	1	18	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Es ist der Vater mit seinem Kind;	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|-+|	-+-+--+-+	.:.:..:.:	00020:0002:	000200002	....:...:	aabb	False	male	False	False	True
2	5	4	8	1	19	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Er hat den Knaben wohl in dem Arm,	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.chol.relaxed	iambic	iambic	-+|-+|-+|--+|	-+-+-+--+	.:.:.:..:	000201002:	000201002	........:	aabb	False	male	False	True	True
2	5	4	8	1	20	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Er faßt ihn sicher, er hält ihn warm.	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|-+|	-+-+--+-+	.:.:..:.:	01020:0102	010200102	....:....	aabb	False	male	False	False	True
2	6	4	8	2	21	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Mein Sohn, was birgst du so bang dein Gesicht? -	Uneasiness	NONE	Uneasiness	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|--+|	-+-+--+--+	.:.:..:..:	02:01002002:	0201002002	.:.......:	aabb	False	male	False	False	True
2	6	4	8	2	22	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Siehst Vater, du den Erlkönig nicht?	Uneasiness	NONE	Uneasiness	NONE	iambic.chol.relaxed	iambic	iambic	-+|-+|-+|--+|	-+-+-+--+	.:.:.:..:	210:002001:	210002001	..:.....:	aabb	False	male	False	True	True
2	6	4	8	2	23	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Den Erlenkönig mit Kron und Schweif? -	Uneasiness	NONE	Uneasiness	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|-+|	-+-+--+-+	.:.:..:.:	020100102:	020100102	........:	aabb	False	male	False	False	True
2	6	4	8	2	24	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Mein Sohn, es ist ein Nebelstreif. -	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	02:000201:	02000201	.:.....:	aabb	False	male	False	False	False
2	7	4	8	3	25	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	"du liebes Kind, komm, geh mit mir!	Uneasiness	NONE	Uneasiness	NONE	iambic.tetra	iambic	iambic	-+|-+|-+|-+|	-+-+-+-+	.:.:.:.:	0102:0102:	01020102	...:...:	aabb	False	male	False	False	False
2	7	4	8	3	26	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Gar schöne Spiele spiel ich mit dir;	Uneasiness	NONE	Uneasiness	NONE	iambic.chol.relaxed	iambic	iambic	-+|-+|-+|--+|	-+-+-+--+	.:.:.:..:	010202000:	010202000	........:	aabb	False	male	False	True	True
2	7	4	8	3	27	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Manch bunte Blumen sind an dem Strand,	Uneasiness	NONE	Uneasiness	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|-+|	-+-+--+-+	.:.:..:.:	010200102:	010200102	........:	aabb	False	male	False	False	True
2	7	4	8	3	28	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Meine Mutter hat manch gülden Gewand."	Uneasiness	NONE	Uneasiness	NONE	iambic.chol.relaxed	iambic	iambic	+-|+-|+-|+-|-+|	+-+-+-+--+	.:.:.:.:.:	0020001002:	0020001002	.........:	aabb	False	male	False	True	True
2	8	4	8	4	29	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Mein Vater, mein Vater, und hörest du nicht,	Uneasiness	NONE	Uneasiness	NONE	amphi.tetra	amphi	amphi	-+|--+|--+|--+|	-+--+--+--+	.:..:..:..:	020:020:02001:	02002002001	..:..:....:	aabb	False	male	False	False	False
2	8	4	8	4	30	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Was Erlenkönig mir leise verspricht? -	Uneasiness	NONE	Uneasiness	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|--+|	-+-+--+--+	.:.:..:..:	0201001002:	0201001002	.........:	aabb	False	male	False	False	True
2	8	4	8	4	31	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Sei ruhig, bleibe ruhig, mein Kind;	Uneasiness	NONE	Uneasiness	NONE	iambic.chol.relaxed	iambic	iambic	-+|-+|-+-|-+|	-+-+-+--+	.:.:..:.:	02:002:01:	0200201	.:..:.:	aabb	False	male	False	True	True
2	8	4	8	4	32	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	In dürren Blättern säuselt der Wind. -	Uneasiness	NONE	Uneasiness	NONE	iambic.chol.relaxed	iambic	iambic	-+|-+|-+|--+|	-+-+-+--+	.:.:.:..:	010201002:	010201002	........:	aabb	False	male	False	True	True
2	9	4	8	5	33	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	"willst, feiner Knabe, du mit mir gehn?	Uneasiness	NONE	Uneasiness	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|-+|	-+-+--+-+	.:.:..:.:	2:1020:0002:	210200002	:...:...:	aabb	False	male	False	False	True
2	9	4	8	5	34	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Meine Töchter sollen dich warten schön;	Uneasiness	NONE	Uneasiness	NONE	troch.relaxed.syll	troch	troch	+-|+-|+-|-+|-+|	+-+-+--+-+	.:.:.:.:.:	0020100201:	0020100201	.........:	aabb	False	male	False	False	True
2	9	4	8	5	35	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Meine Töchter führen den nächtlichen Reihn	Uneasiness	NONE	Uneasiness	NONE	troch.relaxed.syll	troch	troch	+-|+-|+-|-+|--+|	+-+-+--+--+	.:.:.:.:..:	00201001002:	00201001002	..........:	aabb	True	male	False	False	True
2	9	4	8	5	36	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Und wiegen und tanzen und singen dich ein."	Uneasiness	NONE	Uneasiness	NONE	amphi.tetra	amphi	amphi	-+-|-+-|-+-|-+|	-+--+--+--+	..:..:..:.:	02002002001:	02002002001	..........:	aabb	False	male	False	False	False
2	10	4	8	6	37	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Mein Vater, mein Vater, und siehst du nicht dort	Uneasiness	NONE	Uneasiness	NONE	amphi.tetra	amphi	amphi	-+-|-+-|-+-|-+|	-+--+--+--+	..:..:..:.:	020:020:01002:	02002001002	..:..:....:	aabb	True	male	False	False	False
2	10	4	8	6	38	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Erlkönigs Töchter am düstern Ort? -	Uneasiness	NONE	Uneasiness	NONE	daktyl.di.plus	daktyl	daktyl	+--|+--|+-|+	+--+--+-+	..:..:.:.	100200102:	100200102	........:	aabb	False	male	False	False	False
2	10	4	8	6	39	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Mein Sohn, mein Sohn, ich seh es genau:	Uneasiness	NONE	Uneasiness	NONE	iambic.chol.relaxed	iambic	iambic	-+|-+|-+|--+|	-+-+-+--+	.:.:.:..:	02:02:01002:	020201002	.:.:....:	aabb	False	male	False	True	True
2	10	4	8	6	40	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Es scheinen die alten Weiden so grau. -	Uneasiness	NONE	Uneasiness	NONE	iambic.relaxed.syll	iambic	iambic	-+|--+|-+|--+|	-+--+-+--+	.:..:.:..:	0200102001:	0200102001	.........:	aabb	False	male	False	False	True
2	11	4	8	7	41	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	"ich liebe dich, mich reizt deine schöne Gestalt;	Uneasiness	NONE	Suspense	Uneasiness	iambic.relaxed.syll	iambic	iambic	-+|-+|-+-|-+-|-+|	-+-+-+--+--+	.:.:..:..:.:	0200:02001002:	020002001002	...:.......:	aabb	False	male	False	False	True
2	11	4	8	7	42	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Und bist du nicht willig, so brauch ich Gewalt."	Uneasiness	NONE	Suspense	Uneasiness	amphi.tetra	amphi	amphi	-+|--+|--+|--+|	-+--+--+--+	.:..:..:..:	010020:01002:	01002001002	.....:....:	aabb	False	male	False	False	False
2	11	4	8	7	43	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Mein Vater, mein Vater, jetzt faßt er mich an!	Uneasiness	NONE	Suspense	Uneasiness	amphi.tetra	amphi	amphi	-+|--+|--+|--+|	-+--+--+--+	.:..:..:..:	020:020:01002:	02002001002	..:..:....:	aabb	False	male	False	False	False
2	11	4	8	7	44	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Erlkönig hat mir ein Leids getan! -	Uneasiness	NONE	Suspense	Uneasiness	daktyl.di.plus	daktyl	daktyl	+--|+--|+-|+	+--+--+-+	..:..:.:.	200100201:	200100201	........:	aabb	False	male	False	False	False
2	12	4	8	8	45	1	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Dem Vater grauset's, er reitet geschwind,	Uneasiness	Suspense	Uneasiness	Suspense	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|--+|	-+-+--+--+	.:.:..:..:	01020:01002:	0102001002	....:....:	aabb	False	male	False	False	True
2	12	4	8	8	46	2	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Er hält in den Armen das ächzende Kind,	Uneasiness	Suspense	Uneasiness	Suspense	amphi.tetra	amphi	amphi	-+|--+|--+|--+|	-+--+--+--+	.:..:..:..:	01002001002:	01002001002	..........:	aabb	False	male	False	False	False
2	12	4	8	8	47	3	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	Erreicht den Hof mit Mühe und Not;	Uneasiness	Suspense	Uneasiness	Suspense	iambic.chol.relaxed	iambic	iambic	-+|-+|-+-|-+|	-+-+-+--+	.:.:..:.:	010002002:	010002002	........:	aabb	False	male	False	True	True
2	12	4	8	8	48	4	Goethe, Johann Wolfgang von	1778	Sturm und DrangGeniezeit	Erlkönig / Wer reitet so spät durch Nacht und Wind?	In seinen Armen das Kind war tot.	Sadness	NONE	Uneasiness	NONE	iambic.relaxed.syll	iambic	iambic	-+|-+|--+|-+|	-+-+--+-+	.:.:..:.:	000200102:	000200102	........:	aabb	False	male	False	False	True
3	13	4	4	1	49	1	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Auf faulen Straßen lagern Häuserrudel,	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	01020102010:	01020102010	..........:	abab	False	female	False	False	False
3	13	4	4	1	50	2	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Um deren Buckel graue Sonne hellt.	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0002010201:	0002010201	.........:	abab	False	male	False	False	False
3	13	4	4	1	51	3	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Ein parfümierter, halbverrückter kleiner Pudel	Humor	NONE	Humor	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	01020:0020:1020	0102000201020	....:...:....	abab	True	female	False	False	False
3	13	4	4	1	52	4	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Wirft wüste Augen in die große Welt.	Humor	NONE	Humor	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	01020:00102:	0102000102	....:....:	abab	False	male	False	False	False
3	14	4	4	2	53	1	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	In einem Fenster fängt ein Junge Fliegen.	Humor	NONE	Humor	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	00020001020:	00020001020	..........:	abab	False	female	False	False	False
3	14	4	4	2	54	2	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Ein arg beschmiertes Baby ärgert sich.	Humor	NONE	Humor	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0201020200:	0201020200	.........:	abab	False	male	False	False	False
3	14	4	4	2	55	3	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Am Himmel fährt ein Zug, wo windge Wiesen liegen;	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	010002:0102010:	0100020102010	.....:......:	abab	False	female	False	False	False
3	14	4	4	2	56	4	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Malt langsam einen langen dicken Strich.	Beauty/Joy	NONE	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0200020102:	0200020102	.........:	abab	False	male	False	False	False
3	15	4	4	3	57	1	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Wie Schreibmaschinen klappen Droschkenhufe.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	02010102010:	02010102010	..........:	abab	False	female	False	False	False
3	15	4	4	3	58	2	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Und lärmend kommt ein staubger Turnverein.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0200010201:	0200010201	.........:	abab	False	male	False	False	False
3	15	4	4	3	59	3	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Aus Kutscherkneipen stürzen sich brutale Rufe.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	0201020001020:	0201020001020	............:	abab	False	female	False	False	False
3	15	4	4	3	60	4	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Doch feine Glocken dringen auf sie ein.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0102010002:	0102010002	.........:	abab	False	male	False	False	False
3	16	4	4	4	61	1	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	In Rummelplätzen, wo Athleten ringen,	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|-	-+-+-+-+-+-	.:.:.:.:.:.	02010:002010:	02010002010	....:.....:	abab	False	female	False	False	False
3	16	4	4	4	62	2	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Wird alles dunkler schon und ungenau.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0002000201:	0002000201	.........:	abab	False	male	False	False	False
3	16	4	4	4	63	3	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Ein Leierkasten heult und Küchenmädchen singen.	Beauty/Joy	Nostalgia	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	020102:0201020:	0201020201020	.....:......:	abab	False	female	False	False	False
3	16	4	4	4	64	4	Lichtenstein, Alfred	1912	Expressionismus	Sonntagnachmittag	Ein Mann zertrümmert eine morsche Frau.	Uneasiness	NONE	Uneasiness	NONE	iambic.penta	iambic	iambic	-+|-+|-+|-+|-+|	-+-+-+-+-+	.:.:.:.:.:	0201000102:	0201000102	.........:	abab	False	male	False	False	False
4	17	4	4	1	65	1	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Ein haar so kühnlich trotz der Berenice spricht	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	010201000201:	010201000201	...........:	abba	True	male	False	False	False
4	17	4	4	1	66	2	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Ein mund / der rosen führt und perlen in sich heget	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	02:0201:0200010:	0202010200010	.:...:......:	abba	True	female	False	False	False
4	17	4	4	1	67	3	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Ein zünglein / so ein gifft vor tausend hertzen träget	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	020:0020102010:	0200020102010	..:.........:	abba	True	female	False	False	False
4	17	4	4	1	68	4	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Zwo brüste / wo rubin durch alabaster bricht	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	020:001000201:	020001000201	..:........:	abba	True	male	False	False	False
4	18	4	4	2	69	1	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Ein hals / der schwanen-schnee weit weit zurücke sticht	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|	-+-+-+-+-+-+	.:.:.:.:.:.:	02:0201000001:	020201000001	.:.........:	abba	True	male	False	False	False
4	18	4	4	2	70	2	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Zwey wangen / wo die pracht der Flora sich beweget	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	020:0010200010:	0200010200010	..:.........:	abba	True	female	False	False	False
4	18	4	4	2	71	3	Hoffmannswaldau, Christian Hoffmann von	1670	Barock	Beschreibung vollkommener Schönheit / Ein haar so kühnlich	Ein blick / der blitze führt und männer niederleget	Beauty/Joy	NONE	Beauty/Joy	NONE	alexandrine.iambic.hexa	alexandrine	alexandrine	-+|-+|-+|-+|-+|-+|-	-+-+-+-+-+-+-	.:.:.:.:.:.:.	02:0201:0102010:	0202010102010	.:...:......:	abba	True	female	False	False	False
